"Step","evalv2_spball_1.8B_mupinit_muplr5e-3_wd0.1_hard_headfc1split - hidden-states-absmax/attention::o_proj","evalv2_spball_1.8B_mupinit_muplr5e-3_wd0.1_hard_headfc1split - hidden-states-absmax/attention::o_proj__MIN","evalv2_spball_1.8B_mupinit_muplr5e-3_wd0.1_hard_headfc1split - hidden-states-absmax/attention::o_proj__MAX","evalv2_muonw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj","evalv2_muonw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj__MIN","evalv2_muonw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj__MAX","evalv2_adamw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj","evalv2_adamw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj__MIN","evalv2_adamw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj__MAX"
"16694","4.90625","4.90625","4.90625","8.6875","8.6875","8.6875","450","450","450"
"16696","5.09375","5.09375","5.09375","9","9","9","398","398","398"
"16697","4.75","4.75","4.75","9","9","9","412","412","412"
"16698","4.65625","4.65625","4.65625","8.9375","8.9375","8.9375","414","414","414"
"16700","","","","","","","424","424","424"
"16702","4.78125","4.78125","4.78125","8.3125","8.3125","8.3125","404","404","404"
"16705","4.75","4.75","4.75","8.5625","8.5625","8.5625","396","396","396"
"16706","4.71875","4.71875","4.71875","8.75","8.75","8.75","420","420","420"
"16707","","","","","","","424","424","424"
"16708","4.5625","4.5625","4.5625","8.75","8.75","8.75","396","396","396"
"16712","4.90625","4.90625","4.90625","8.5","8.5","8.5","436","436","436"
"16718","4.75","4.75","4.75","8.375","8.375","8.375","404","404","404"
"16719","4.5625","4.5625","4.5625","9.0625","9.0625","9.0625","424","424","424"
"16722","4.6875","4.6875","4.6875","8.125","8.125","8.125","402","402","402"
"16725","5.0625","5.0625","5.0625","8.5625","8.5625","8.5625","412","412","412"
"16726","4.65625","4.65625","4.65625","8.5","8.5","8.5","458","458","458"
"16729","4.84375","4.84375","4.84375","9","9","9","418","418","418"
"16732","4.59375","4.59375","4.59375","8.5625","8.5625","8.5625","436","436","436"
"16733","4.6875","4.6875","4.6875","8.9375","8.9375","8.9375","450","450","450"
"16735","4.6875","4.6875","4.6875","9.0625","9.0625","9.0625","450","450","450"
"16737","5","5","5","8.8125","8.8125","8.8125","424","424","424"
"16740","5.09375","5.09375","5.09375","8.5625","8.5625","8.5625","408","408","408"
"16741","4.6875","4.6875","4.6875","8.5625","8.5625","8.5625","396","396","396"
"16743","5.0625","5.0625","5.0625","9.1875","9.1875","9.1875","436","436","436"
"16745","4.625","4.625","4.625","8.1875","8.1875","8.1875","428","428","428"
"16746","4.65625","4.65625","4.65625","8.6875","8.6875","8.6875","442","442","442"
"16748","4.6875","4.6875","4.6875","8.125","8.125","8.125","450","450","450"
"16753","4.6875","4.6875","4.6875","9","9","9","408","408","408"
"16754","4.6875","4.6875","4.6875","8.5625","8.5625","8.5625","396","396","396"
"16759","4.375","4.375","4.375","8.4375","8.4375","8.4375","380","380","380"
"16760","4.90625","4.90625","4.90625","9.125","9.125","9.125","416","416","416"
"16761","4.96875","4.96875","4.96875","8.1875","8.1875","8.1875","420","420","420"
"16763","4.4375","4.4375","4.4375","8.3125","8.3125","8.3125","386","386","386"
"16764","4.75","4.75","4.75","8.4375","8.4375","8.4375","414","414","414"
"16765","4.75","4.75","4.75","8.5625","8.5625","8.5625","438","438","438"
"16768","4.78125","4.78125","4.78125","8.375","8.375","8.375","444","444","444"
"16770","4.6875","4.6875","4.6875","8.5625","8.5625","8.5625","412","412","412"
"16775","4.5625","4.5625","4.5625","8.8125","8.8125","8.8125","428","428","428"
"16777","4.625","4.625","4.625","8.1875","8.1875","8.1875","422","422","422"
"16778","5.0625","5.0625","5.0625","8.8125","8.8125","8.8125","422","422","422"
"16779","4.53125","4.53125","4.53125","8.625","8.625","8.625","422","422","422"
"16780","4.5625","4.5625","4.5625","8.875","8.875","8.875","422","422","422"
"16781","5.09375","5.09375","5.09375","8.3125","8.3125","8.3125","438","438","438"
"16782","4.96875","4.96875","4.96875","8.5625","8.5625","8.5625","462","462","462"
"16784","4.53125","4.53125","4.53125","8.5625","8.5625","8.5625","418","418","418"
"16785","5.15625","5.15625","5.15625","8.4375","8.4375","8.4375","426","426","426"
"16786","4.5625","4.5625","4.5625","9.125","9.125","9.125","398","398","398"
"16787","4.59375","4.59375","4.59375","8.8125","8.8125","8.8125","394","394","394"
"16788","5.09375","5.09375","5.09375","8.625","8.625","8.625","412","412","412"
"16789","4.90625","4.90625","4.90625","8.5","8.5","8.5","396","396","396"
"16790","4.5625","4.5625","4.5625","8.625","8.625","8.625","428","428","428"
"16793","4.6875","4.6875","4.6875","8.5","8.5","8.5","450","450","450"
"16795","4.71875","4.71875","4.71875","8.625","8.625","8.625","392","392","392"
"16796","4.75","4.75","4.75","8.5625","8.5625","8.5625","412","412","412"
"16799","4.875","4.875","4.875","8.1875","8.1875","8.1875","414","414","414"
"16802","4.78125","4.78125","4.78125","8.625","8.625","8.625","434","434","434"
"16805","4.75","4.75","4.75","8.5625","8.5625","8.5625","430","430","430"
"16806","4.84375","4.84375","4.84375","7.90625","7.90625","7.90625","424","424","424"
"16809","4.9375","4.9375","4.9375","8.625","8.625","8.625","398","398","398"
"16812","4.9375","4.9375","4.9375","8.5625","8.5625","8.5625","434","434","434"
"16815","4.59375","4.59375","4.59375","8.8125","8.8125","8.8125","390","390","390"
"16817","4.65625","4.65625","4.65625","8.5625","8.5625","8.5625","398","398","398"
"16818","4.65625","4.65625","4.65625","8.4375","8.4375","8.4375","406","406","406"
"16819","4.71875","4.71875","4.71875","8.6875","8.6875","8.6875","422","422","422"
"16820","4.53125","4.53125","4.53125","8.5","8.5","8.5","414","414","414"
"16821","4.4375","4.4375","4.4375","8.5","8.5","8.5","458","458","458"
"16823","4.59375","4.59375","4.59375","8.875","8.875","8.875","418","418","418"
"16824","4.625","4.625","4.625","8.6875","8.6875","8.6875","406","406","406"
"16826","4.5625","4.5625","4.5625","8.6875","8.6875","8.6875","402","402","402"
"16827","","","","","","","410","410","410"
"16828","4.5","4.5","4.5","8.375","8.375","8.375","472","472","472"
"16832","4.71875","4.71875","4.71875","9.0625","9.0625","9.0625","448","448","448"
"16833","4.78125","4.78125","4.78125","9.4375","9.4375","9.4375","436","436","436"
"16835","","","","","","","422","422","422"
"16837","5","5","5","9.1875","9.1875","9.1875","422","422","422"
"16839","","","","","","","426","426","426"
"16846","4.5625","4.5625","4.5625","8.5","8.5","8.5","412","412","412"
"16848","4.84375","4.84375","4.84375","9.5625","9.5625","9.5625","422","422","422"
"16849","4.375","4.375","4.375","8.9375","8.9375","8.9375","406","406","406"
"16854","5.25","5.25","5.25","8.4375","8.4375","8.4375","414","414","414"
"16857","4.96875","4.96875","4.96875","8.4375","8.4375","8.4375","512","512","512"
"16858","5.03125","5.03125","5.03125","9","9","9","406","406","406"
"16859","4.84375","4.84375","4.84375","9.125","9.125","9.125","402","402","402"
"16860","5","5","5","8.9375","8.9375","8.9375","416","416","416"
"16861","4.875","4.875","4.875","8.6875","8.6875","8.6875","400","400","400"
"16862","4.75","4.75","4.75","8.6875","8.6875","8.6875","402","402","402"
"16863","4.65625","4.65625","4.65625","8.8125","8.8125","8.8125","420","420","420"
"16864","4.78125","4.78125","4.78125","8.1875","8.1875","8.1875","444","444","444"
"16865","4.75","4.75","4.75","7.875","7.875","7.875","410","410","410"
"16867","4.5","4.5","4.5","9.625","9.625","9.625","458","458","458"
"16870","","","","","","","472","472","472"
"16872","4.5625","4.5625","4.5625","8.75","8.75","8.75","424","424","424"
"16873","","","","","","","414","414","414"
"16874","4.8125","4.8125","4.8125","8.5625","8.5625","8.5625","402","402","402"
"16876","4.65625","4.65625","4.65625","8.5","8.5","8.5","410","410","410"
"16877","5.34375","5.34375","5.34375","8.9375","8.9375","8.9375","446","446","446"
"16878","4.71875","4.71875","4.71875","8.6875","8.6875","8.6875","448","448","448"
"16879","4.6875","4.6875","4.6875","8.3125","8.3125","8.3125","420","420","420"
"16880","4.6875","4.6875","4.6875","8.9375","8.9375","8.9375","398","398","398"
"16881","4.90625","4.90625","4.90625","8.9375","8.9375","8.9375","446","446","446"
"16882","4.75","4.75","4.75","8.875","8.875","8.875","402","402","402"
"16883","4.75","4.75","4.75","8.6875","8.6875","8.6875","402","402","402"
"16885","4.875","4.875","4.875","8.1875","8.1875","8.1875","408","408","408"
"16886","4.65625","4.65625","4.65625","9.0625","9.0625","9.0625","422","422","422"
"16892","4.78125","4.78125","4.78125","8.8125","8.8125","8.8125","402","402","402"
"16893","4.84375","4.84375","4.84375","8.3125","8.3125","8.3125","396","396","396"
"16894","4.5625","4.5625","4.5625","9","9","9","430","430","430"
"16900","4.8125","4.8125","4.8125","9","9","9","408","408","408"
"16902","4.46875","4.46875","4.46875","8.875","8.875","8.875","374","374","374"
"16905","4.5625","4.5625","4.5625","8.625","8.625","8.625","432","432","432"
"16906","4.65625","4.65625","4.65625","8.5","8.5","8.5","400","400","400"
"16909","4.6875","4.6875","4.6875","8.3125","8.3125","8.3125","390","390","390"
"16914","5.34375","5.34375","5.34375","8.625","8.625","8.625","398","398","398"
"16916","4.6875","4.6875","4.6875","9","9","9","430","430","430"
"16917","4.40625","4.40625","4.40625","8.9375","8.9375","8.9375","394","394","394"
"16919","4.65625","4.65625","4.65625","8.5","8.5","8.5","404","404","404"
"16921","4.71875","4.71875","4.71875","8.8125","8.8125","8.8125","404","404","404"
"16923","4.875","4.875","4.875","8.8125","8.8125","8.8125","400","400","400"
"16924","4.5","4.5","4.5","8.625","8.625","8.625","382","382","382"
"16925","4.75","4.75","4.75","8.8125","8.8125","8.8125","424","424","424"
"16928","4.8125","4.8125","4.8125","8.3125","8.3125","8.3125","394","394","394"
"16932","4.8125","4.8125","4.8125","8.4375","8.4375","8.4375","428","428","428"
"16933","4.90625","4.90625","4.90625","8.5","8.5","8.5","400","400","400"
"16935","4.78125","4.78125","4.78125","9.1875","9.1875","9.1875","394","394","394"
"16936","5.125","5.125","5.125","9.8125","9.8125","9.8125","422","422","422"
"16937","4.53125","4.53125","4.53125","8.9375","8.9375","8.9375","414","414","414"
"16940","4.78125","4.78125","4.78125","8.375","8.375","8.375","406","406","406"
"16941","4.59375","4.59375","4.59375","8.3125","8.3125","8.3125","412","412","412"
"16945","4.5625","4.5625","4.5625","8.25","8.25","8.25","402","402","402"
"16946","","","","","","","392","392","392"
"16948","4.875","4.875","4.875","8.0625","8.0625","8.0625","414","414","414"
"16949","4.875","4.875","4.875","8.75","8.75","8.75","386","386","386"
"16952","4.71875","4.71875","4.71875","8.625","8.625","8.625","394","394","394"
"16955","4.6875","4.6875","4.6875","8.25","8.25","8.25","418","418","418"
"16959","","","","","","","456","456","456"
"16966","4.78125","4.78125","4.78125","8.25","8.25","8.25","390","390","390"
"16971","4.40625","4.40625","4.40625","9.125","9.125","9.125","380","380","380"
"16973","4.59375","4.59375","4.59375","8.8125","8.8125","8.8125","390","390","390"
"16974","4.5","4.5","4.5","8.3125","8.3125","8.3125","388","388","388"
"16977","4.6875","4.6875","4.6875","8.75","8.75","8.75","364","364","364"
"16981","4.8125","4.8125","4.8125","8.5625","8.5625","8.5625","394","394","394"
"16982","4.40625","4.40625","4.40625","8.625","8.625","8.625","394","394","394"
"16983","4.71875","4.71875","4.71875","8.25","8.25","8.25","390","390","390"
"16984","5.09375","5.09375","5.09375","8.5","8.5","8.5","402","402","402"
"16985","4.75","4.75","4.75","8.25","8.25","8.25","416","416","416"
"16987","5.03125","5.03125","5.03125","8.75","8.75","8.75","394","394","394"
"16988","5","5","5","8.1875","8.1875","8.1875","406","406","406"
"16990","4.59375","4.59375","4.59375","8.25","8.25","8.25","396","396","396"
"16991","4.9375","4.9375","4.9375","9.0625","9.0625","9.0625","444","444","444"
"16992","4.75","4.75","4.75","8.25","8.25","8.25","398","398","398"
"16993","4.4375","4.4375","4.4375","8.4375","8.4375","8.4375","448","448","448"
"16994","5.15625","5.15625","5.15625","8.4375","8.4375","8.4375","424","424","424"
"16997","4.59375","4.59375","4.59375","8.625","8.625","8.625","416","416","416"
"16999","4.71875","4.71875","4.71875","9.0625","9.0625","9.0625","390","390","390"
"17001","5.0625","5.0625","5.0625","8.8125","8.8125","8.8125","468","468","468"
"17002","4.4375","4.4375","4.4375","8.6875","8.6875","8.6875","444","444","444"
"17005","4.78125","4.78125","4.78125","8.25","8.25","8.25","386","386","386"
"17007","4.78125","4.78125","4.78125","8.125","8.125","8.125","400","400","400"
"17008","4.59375","4.59375","4.59375","7.96875","7.96875","7.96875","392","392","392"
"17010","4.78125","4.78125","4.78125","8.9375","8.9375","8.9375","402","402","402"
"17013","4.90625","4.90625","4.90625","8.5625","8.5625","8.5625","412","412","412"
"17014","4.8125","4.8125","4.8125","8.625","8.625","8.625","404","404","404"
"17016","","","","","","","406","406","406"
"17023","4.59375","4.59375","4.59375","8.375","8.375","8.375","468","468","468"
"17024","4.71875","4.71875","4.71875","9.0625","9.0625","9.0625","418","418","418"
"17025","4.75","4.75","4.75","9.0625","9.0625","9.0625","416","416","416"
"17026","4.78125","4.78125","4.78125","8.375","8.375","8.375","386","386","386"
"17029","4.75","4.75","4.75","8.75","8.75","8.75","402","402","402"
"17030","4.875","4.875","4.875","8.0625","8.0625","8.0625","388","388","388"
"17031","4.46875","4.46875","4.46875","8.375","8.375","8.375","406","406","406"
"17032","","","","","","","382","382","382"
"17033","4.8125","4.8125","4.8125","8.375","8.375","8.375","418","418","418"
"17034","4.59375","4.59375","4.59375","8.5625","8.5625","8.5625","400","400","400"
"17035","4.8125","4.8125","4.8125","9","9","9","430","430","430"
"17038","4.90625","4.90625","4.90625","8.625","8.625","8.625","492","492","492"
"17042","4.5","4.5","4.5","8.25","8.25","8.25","390","390","390"
"17044","4.78125","4.78125","4.78125","8.3125","8.3125","8.3125","430","430","430"
"17050","4.90625","4.90625","4.90625","8.4375","8.4375","8.4375","396","396","396"
"17051","4.75","4.75","4.75","8.6875","8.6875","8.6875","412","412","412"
"17053","4.625","4.625","4.625","8.4375","8.4375","8.4375","382","382","382"
"17054","4.625","4.625","4.625","8.1875","8.1875","8.1875","412","412","412"
"17055","5.40625","5.40625","5.40625","8.5","8.5","8.5","392","392","392"
"17057","4.6875","4.6875","4.6875","8.25","8.25","8.25","392","392","392"
"17063","4.78125","4.78125","4.78125","8.75","8.75","8.75","452","452","452"
"17064","4.8125","4.8125","4.8125","8.6875","8.6875","8.6875","394","394","394"
"17065","4.6875","4.6875","4.6875","8.5625","8.5625","8.5625","408","408","408"
"17068","4.78125","4.78125","4.78125","8.25","8.25","8.25","446","446","446"
"17069","4.8125","4.8125","4.8125","8.6875","8.6875","8.6875","406","406","406"
"17070","4.625","4.625","4.625","8.0625","8.0625","8.0625","392","392","392"
"17078","4.9375","4.9375","4.9375","8.125","8.125","8.125","386","386","386"
"17083","4.78125","4.78125","4.78125","8.25","8.25","8.25","400","400","400"
"17084","4.75","4.75","4.75","8.75","8.75","8.75","382","382","382"
"17085","4.71875","4.71875","4.71875","8.4375","8.4375","8.4375","430","430","430"
"17086","4.75","4.75","4.75","8.5","8.5","8.5","448","448","448"
"17090","","","","","","","382","382","382"
"17099","4.8125","4.8125","4.8125","8.5","8.5","8.5","402","402","402"
"17102","4.53125","4.53125","4.53125","8.0625","8.0625","8.0625","406","406","406"
"17104","4.96875","4.96875","4.96875","8.1875","8.1875","8.1875","408","408","408"
"17107","4.75","4.75","4.75","8.625","8.625","8.625","406","406","406"
"17109","4.84375","4.84375","4.84375","8.25","8.25","8.25","412","412","412"
"17111","4.75","4.75","4.75","8.875","8.875","8.875","406","406","406"
"17112","4.46875","4.46875","4.46875","8.75","8.75","8.75","424","424","424"
"17113","4.9375","4.9375","4.9375","8.3125","8.3125","8.3125","442","442","442"
"17114","4.71875","4.71875","4.71875","8.75","8.75","8.75","390","390","390"
"17115","","","","","","","412","412","412"
"17117","4.625","4.625","4.625","8.5","8.5","8.5","402","402","402"
"17121","4.6875","4.6875","4.6875","8.8125","8.8125","8.8125","416","416","416"
"17122","4.59375","4.59375","4.59375","9.1875","9.1875","9.1875","386","386","386"
"17124","","","","","","","404","404","404"
"17126","4.625","4.625","4.625","8.9375","8.9375","8.9375","380","380","380"
"17133","5.3125","5.3125","5.3125","8.0625","8.0625","8.0625","384","384","384"
"17137","5","5","5","8.3125","8.3125","8.3125","428","428","428"
"17138","4.9375","4.9375","4.9375","9.0625","9.0625","9.0625","396","396","396"
"17140","4.8125","4.8125","4.8125","7.9375","7.9375","7.9375","420","420","420"
"17143","5.25","5.25","5.25","8.8125","8.8125","8.8125","408","408","408"
"17146","4.84375","4.84375","4.84375","8.4375","8.4375","8.4375","410","410","410"
"17147","4.625","4.625","4.625","9.0625","9.0625","9.0625","398","398","398"
"17149","4.75","4.75","4.75","9.125","9.125","9.125","396","396","396"
"17151","4.65625","4.65625","4.65625","9.125","9.125","9.125","428","428","428"
"17157","4.65625","4.65625","4.65625","8.625","8.625","8.625","398","398","398"
"17158","4.5625","4.5625","4.5625","8.375","8.375","8.375","382","382","382"
"17160","4.96875","4.96875","4.96875","8.8125","8.8125","8.8125","422","422","422"
"17161","4.75","4.75","4.75","8.8125","8.8125","8.8125","392","392","392"
"17162","4.5625","4.5625","4.5625","8.1875","8.1875","8.1875","406","406","406"
"17163","4.78125","4.78125","4.78125","8.5625","8.5625","8.5625","400","400","400"
"17164","4.8125","4.8125","4.8125","8","8","8","396","396","396"
"17165","5","5","5","8.5625","8.5625","8.5625","438","438","438"
"17166","4.53125","4.53125","4.53125","8.625","8.625","8.625","416","416","416"
"17169","4.84375","4.84375","4.84375","8.4375","8.4375","8.4375","422","422","422"
"17175","4.90625","4.90625","4.90625","9.0625","9.0625","9.0625","500","500","500"
"17177","4.8125","4.8125","4.8125","8.75","8.75","8.75","378","378","378"
"17178","4.53125","4.53125","4.53125","8.125","8.125","8.125","402","402","402"
"17179","5","5","5","8.9375","8.9375","8.9375","406","406","406"
"17182","","","","","","","416","416","416"
"17183","","","","","","","398","398","398"
"17192","4.6875","4.6875","4.6875","8.875","8.875","8.875","422","422","422"
"17193","4.84375","4.84375","4.84375","9.1875","9.1875","9.1875","388","388","388"
"17197","4.5625","4.5625","4.5625","8.375","8.375","8.375","394","394","394"
"17199","4.78125","4.78125","4.78125","9.0625","9.0625","9.0625","410","410","410"
"17202","4.71875","4.71875","4.71875","8.4375","8.4375","8.4375","406","406","406"
"17206","4.90625","4.90625","4.90625","9","9","9","410","410","410"
"17207","4.875","4.875","4.875","8.5","8.5","8.5","406","406","406"
"17213","","","","","","","392","392","392"
"17215","4.625","4.625","4.625","8.5625","8.5625","8.5625","368","368","368"
"17219","4.8125","4.8125","4.8125","8.8125","8.8125","8.8125","390","390","390"
"17224","4.84375","4.84375","4.84375","8.8125","8.8125","8.8125","412","412","412"
"17226","4.9375","4.9375","4.9375","8.375","8.375","8.375","370","370","370"
"17227","","","","","","","374","374","374"
"17229","4.71875","4.71875","4.71875","8.3125","8.3125","8.3125","374","374","374"
"17230","4.84375","4.84375","4.84375","8.4375","8.4375","8.4375","400","400","400"
"17233","4.625","4.625","4.625","8.25","8.25","8.25","388","388","388"
"17234","4.90625","4.90625","4.90625","8.625","8.625","8.625","364","364","364"
"17235","","","","","","","390","390","390"
"17236","4.8125","4.8125","4.8125","8.9375","8.9375","8.9375","402","402","402"
"17242","4.96875","4.96875","4.96875","8.5","8.5","8.5","388","388","388"
"17246","4.84375","4.84375","4.84375","9","9","9","392","392","392"
"17247","4.96875","4.96875","4.96875","8","8","8","396","396","396"
"17248","4.53125","4.53125","4.53125","8.6875","8.6875","8.6875","402","402","402"
"17249","4.625","4.625","4.625","8.4375","8.4375","8.4375","394","394","394"
"17252","4.71875","4.71875","4.71875","8.5","8.5","8.5","414","414","414"
"17254","4.53125","4.53125","4.53125","8.625","8.625","8.625","404","404","404"
"17256","4.71875","4.71875","4.71875","9.0625","9.0625","9.0625","398","398","398"
"17257","5.15625","5.15625","5.15625","8.5625","8.5625","8.5625","394","394","394"
"17258","4.5625","4.5625","4.5625","8.5","8.5","8.5","400","400","400"
"17259","","","","","","","394","394","394"
"17260","5.0625","5.0625","5.0625","8.6875","8.6875","8.6875","444","444","444"
"17261","4.71875","4.71875","4.71875","8.0625","8.0625","8.0625","426","426","426"
"17262","4.71875","4.71875","4.71875","8.75","8.75","8.75","428","428","428"
"17268","4.71875","4.71875","4.71875","8.75","8.75","8.75","396","396","396"
"17269","4.71875","4.71875","4.71875","8.8125","8.8125","8.8125","392","392","392"
"17272","5.0625","5.0625","5.0625","8.6875","8.6875","8.6875","474","474","474"
"17274","","","","","","","400","400","400"
"17275","5.03125","5.03125","5.03125","8.9375","8.9375","8.9375","410","410","410"
"17276","4.53125","4.53125","4.53125","8.9375","8.9375","8.9375","388","388","388"
"17277","4.78125","4.78125","4.78125","8.75","8.75","8.75","400","400","400"
"17279","4.5625","4.5625","4.5625","8.8125","8.8125","8.8125","408","408","408"
"17281","4.9375","4.9375","4.9375","9","9","9","420","420","420"
"17283","","","","","","","408","408","408"
"17284","4.71875","4.71875","4.71875","8.3125","8.3125","8.3125","410","410","410"
"17286","4.75","4.75","4.75","8.75","8.75","8.75","404","404","404"
"17290","","","","","","","388","388","388"
"17292","4.96875","4.96875","4.96875","8.6875","8.6875","8.6875","418","418","418"
"17295","4.78125","4.78125","4.78125","9.25","9.25","9.25","396","396","396"
"17296","4.65625","4.65625","4.65625","8.375","8.375","8.375","386","386","386"
"17299","4.6875","4.6875","4.6875","9.25","9.25","9.25","406","406","406"
"17301","4.65625","4.65625","4.65625","8.9375","8.9375","8.9375","416","416","416"
"17302","4.5","4.5","4.5","8.25","8.25","8.25","414","414","414"
"17307","4.78125","4.78125","4.78125","8.5","8.5","8.5","430","430","430"
"17309","5.15625","5.15625","5.15625","8.5625","8.5625","8.5625","470","470","470"
"17310","4.8125","4.8125","4.8125","9.125","9.125","9.125","402","402","402"
"17313","4.6875","4.6875","4.6875","8.375","8.375","8.375","440","440","440"
"17314","4.96875","4.96875","4.96875","8.75","8.75","8.75","384","384","384"
"17315","4.90625","4.90625","4.90625","8.75","8.75","8.75","468","468","468"
"17317","4.59375","4.59375","4.59375","8.4375","8.4375","8.4375","390","390","390"
"17319","4.75","4.75","4.75","8.5","8.5","8.5","438","438","438"
"17320","4.75","4.75","4.75","8.875","8.875","8.875","392","392","392"
"17323","5.0625","5.0625","5.0625","8.6875","8.6875","8.6875","372","372","372"
"17324","4.71875","4.71875","4.71875","9.1875","9.1875","9.1875","394","394","394"
"17329","4.75","4.75","4.75","9","9","9","388","388","388"
"17332","4.75","4.75","4.75","8.625","8.625","8.625","378","378","378"
"17335","4.71875","4.71875","4.71875","9.25","9.25","9.25","392","392","392"
"17337","5.03125","5.03125","5.03125","9.125","9.125","9.125","394","394","394"
"17340","4.71875","4.71875","4.71875","7.8125","7.8125","7.8125","380","380","380"
"17341","4.78125","4.78125","4.78125","8.5625","8.5625","8.5625","374","374","374"
"17342","4.5625","4.5625","4.5625","7.9375","7.9375","7.9375","414","414","414"
"17345","4.625","4.625","4.625","8.875","8.875","8.875","406","406","406"
"17346","4.78125","4.78125","4.78125","8.25","8.25","8.25","426","426","426"
"17348","4.5625","4.5625","4.5625","8.3125","8.3125","8.3125","382","382","382"
"17349","5.09375","5.09375","5.09375","8.5625","8.5625","8.5625","384","384","384"
"17350","4.9375","4.9375","4.9375","8.125","8.125","8.125","372","372","372"
"17354","4.78125","4.78125","4.78125","8.375","8.375","8.375","408","408","408"
"17357","4.6875","4.6875","4.6875","8.8125","8.8125","8.8125","390","390","390"
"17358","4.65625","4.65625","4.65625","8.625","8.625","8.625","422","422","422"
"17361","4.625","4.625","4.625","8.25","8.25","8.25","390","390","390"
"17362","4.84375","4.84375","4.84375","8.1875","8.1875","8.1875","400","400","400"
"17364","4.6875","4.6875","4.6875","8.125","8.125","8.125","386","386","386"
"17369","4.84375","4.84375","4.84375","8.875","8.875","8.875","398","398","398"
"17370","5","5","5","8.625","8.625","8.625","424","424","424"
"17372","4.625","4.625","4.625","8.6875","8.6875","8.6875","422","422","422"
"17373","4.84375","4.84375","4.84375","8.875","8.875","8.875","404","404","404"
"17375","","","","","","","424","424","424"
"17377","4.65625","4.65625","4.65625","8.125","8.125","8.125","392","392","392"
"17379","4.75","4.75","4.75","8.0625","8.0625","8.0625","416","416","416"
"17382","4.78125","4.78125","4.78125","9","9","9","428","428","428"
"17384","5.3125","5.3125","5.3125","8.25","8.25","8.25","378","378","378"
"17387","4.625","4.625","4.625","8.6875","8.6875","8.6875","386","386","386"
"17388","4.59375","4.59375","4.59375","9","9","9","402","402","402"
"17390","4.875","4.875","4.875","8.5625","8.5625","8.5625","374","374","374"
"17393","4.5","4.5","4.5","8.5","8.5","8.5","430","430","430"
"17396","4.46875","4.46875","4.46875","8.9375","8.9375","8.9375","404","404","404"
"17400","4.625","4.625","4.625","8.4375","8.4375","8.4375","388","388","388"
"17404","4.5","4.5","4.5","8.25","8.25","8.25","372","372","372"
"17405","4.6875","4.6875","4.6875","8.8125","8.8125","8.8125","392","392","392"
"17406","5.34375","5.34375","5.34375","8.8125","8.8125","8.8125","396","396","396"
"17409","5.03125","5.03125","5.03125","9.25","9.25","9.25","390","390","390"
"17411","4.65625","4.65625","4.65625","9.125","9.125","9.125","400","400","400"
"17412","4.53125","4.53125","4.53125","8.5625","8.5625","8.5625","378","378","378"
"17416","4.59375","4.59375","4.59375","8.75","8.75","8.75","400","400","400"
"17418","4.5","4.5","4.5","8.375","8.375","8.375","408","408","408"
"17419","4.65625","4.65625","4.65625","8.4375","8.4375","8.4375","400","400","400"
"17422","4.59375","4.59375","4.59375","8.4375","8.4375","8.4375","418","418","418"
"17424","4.9375","4.9375","4.9375","9","9","9","386","386","386"
"17425","4.65625","4.65625","4.65625","8.8125","8.8125","8.8125","378","378","378"
"17428","4.6875","4.6875","4.6875","8.375","8.375","8.375","400","400","400"
"17431","4.46875","4.46875","4.46875","9","9","9","452","452","452"
"17434","","","","","","","366","366","366"
"17435","4.78125","4.78125","4.78125","8.5625","8.5625","8.5625","406","406","406"
"17437","4.96875","4.96875","4.96875","8.5","8.5","8.5","414","414","414"
"17438","4.46875","4.46875","4.46875","8.6875","8.6875","8.6875","390","390","390"
"17441","4.78125","4.78125","4.78125","8.8125","8.8125","8.8125","398","398","398"
"17442","4.5","4.5","4.5","8.625","8.625","8.625","372","372","372"
"17444","4.8125","4.8125","4.8125","8.75","8.75","8.75","398","398","398"
"17445","4.96875","4.96875","4.96875","8.75","8.75","8.75","428","428","428"
"17446","4.53125","4.53125","4.53125","8.375","8.375","8.375","404","404","404"
"17447","4.59375","4.59375","4.59375","8.75","8.75","8.75","376","376","376"
"17449","4.5625","4.5625","4.5625","9.0625","9.0625","9.0625","404","404","404"
"17450","4.65625","4.65625","4.65625","8.125","8.125","8.125","382","382","382"
"17451","4.375","4.375","4.375","8.8125","8.8125","8.8125","390","390","390"
"17452","4.53125","4.53125","4.53125","7.78125","7.78125","7.78125","398","398","398"
"17453","4.71875","4.71875","4.71875","9.375","9.375","9.375","368","368","368"
"17454","4.96875","4.96875","4.96875","9.375","9.375","9.375","366","366","366"
"17455","4.65625","4.65625","4.65625","9","9","9","380","380","380"
"17457","4.5","4.5","4.5","9.25","9.25","9.25","382","382","382"
"17459","4.78125","4.78125","4.78125","8.625","8.625","8.625","364","364","364"
